"Question","Exam","Truth","score_GPT4o","score_Claude37","score_Gemini20","score_Grok2-vision","score_Claude46","score_Gemini25","score_Claude4","score_Gemini31","score_GPT54","score_GPT51","score_GPT54-mini","score_GPT54-nano","score_GPT5","score_Grok41","score_Grok43","Model","Response","Response_clean","score_col","Score"
31,"CAOS","a",1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,"Gemini20","b","B","score_Gemini20",0
31,"CAOS","a",1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,"Grok2-vision","b","B","score_Grok2-vision",0
31,"CAOS","a",1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,"Claude46","NC","NC","score_Claude46",0
31,"CAOS","a",1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,"Gemini25","b","B","score_Gemini25",0
31,"CAOS","a",1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,"Claude4","b","B","score_Claude4",0
31,"CAOS","a",1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,"Gemini31","a","A","score_Gemini31",1
31,"CAOS","a",1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,"GPT54","a","A","score_GPT54",1
31,"CAOS","a",1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,"GPT51","a","A","score_GPT51",1
31,"CAOS","a",1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,"GPT54-mini","a","A","score_GPT54-mini",1
31,"CAOS","a",1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,"GPT54-nano","a","A","score_GPT54-nano",1
31,"CAOS","a",1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,"GPT5","NC","NC","score_GPT5",0
31,"CAOS","a",1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,"Grok41","b","B","score_Grok41",0
31,"CAOS","a",1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,"Grok43","b","B","score_Grok43",0
32,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"GPT4o","c","C","score_GPT4o",1
32,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Claude37","c","C","score_Claude37",1
32,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Gemini20","NA","NA_RESP","score_Gemini20",0
32,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Grok2-vision","c","C","score_Grok2-vision",1
32,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Claude46","c","C","score_Claude46",1
32,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Gemini25","c","C","score_Gemini25",1
32,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Claude4","c","C","score_Claude4",1
32,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Gemini31","c","C","score_Gemini31",1
32,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"GPT54","c","C","score_GPT54",1
32,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"GPT51","c","C","score_GPT51",1
32,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"GPT54-mini","c","C","score_GPT54-mini",1
32,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"GPT54-nano","c","C","score_GPT54-nano",1
32,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"GPT5","c","C","score_GPT5",1
32,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Grok41","c","C","score_Grok41",1
32,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Grok43","c","C","score_Grok43",1
33,"CAOS","b",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,"GPT4o","a","A","score_GPT4o",0
33,"CAOS","b",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,"Claude37","c","C","score_Claude37",0
33,"CAOS","b",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,"Gemini20","c","C","score_Gemini20",0
33,"CAOS","b",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,"Grok2-vision","a","A","score_Grok2-vision",0
33,"CAOS","b",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,"Claude46","b","B","score_Claude46",1
33,"CAOS","b",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,"Gemini25","c","C","score_Gemini25",0
33,"CAOS","b",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,"Claude4","c","C","score_Claude4",0
33,"CAOS","b",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,"Gemini31","b","B","score_Gemini31",1
33,"CAOS","b",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,"GPT54","NC","NC","score_GPT54",0
33,"CAOS","b",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,"GPT51","a","A","score_GPT51",0
33,"CAOS","b",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,"GPT54-mini","a","A","score_GPT54-mini",0
33,"CAOS","b",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,"GPT54-nano","b","B","score_GPT54-nano",1
33,"CAOS","b",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,"GPT5","b","B","score_GPT5",1
33,"CAOS","b",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,"Grok41","b","B","score_Grok41",1
33,"CAOS","b",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,"Grok43","b","B","score_Grok43",1
34,"CAOS","a",1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,"GPT4o","a","A","score_GPT4o",1
34,"CAOS","a",1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,"Claude37","c","C","score_Claude37",0
34,"CAOS","a",1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,"Gemini20","a","A","score_Gemini20",1
34,"CAOS","a",1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,"Grok2-vision","c","C","score_Grok2-vision",0
34,"CAOS","a",1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,"Claude46","a","A","score_Claude46",1
34,"CAOS","a",1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,"Gemini25","a","A","score_Gemini25",1
34,"CAOS","a",1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,"Claude4","c","C","score_Claude4",0
34,"CAOS","a",1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,"Gemini31","a","A","score_Gemini31",1
34,"CAOS","a",1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,"GPT54","a","A","score_GPT54",1
34,"CAOS","a",1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,"GPT51","c","C","score_GPT51",0
34,"CAOS","a",1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,"GPT54-mini","a","A","score_GPT54-mini",1
34,"CAOS","a",1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,"GPT54-nano","b","B","score_GPT54-nano",0
34,"CAOS","a",1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,"GPT5","a","A","score_GPT5",1
34,"CAOS","a",1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,"Grok41","b","B","score_Grok41",0
34,"CAOS","a",1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,"Grok43","a","A","score_Grok43",1
35,"CAOS","b",1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,"GPT4o","b","B","score_GPT4o",1
35,"CAOS","b",1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,"Claude37","b","B","score_Claude37",1
35,"CAOS","b",1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,"Gemini20","NA","NA_RESP","score_Gemini20",0
35,"CAOS","b",1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,"Grok2-vision","c","C","score_Grok2-vision",0
35,"CAOS","b",1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,"Claude46","b","B","score_Claude46",1
35,"CAOS","b",1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,"Gemini25","b","B","score_Gemini25",1
35,"CAOS","b",1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,"Claude4","a","A","score_Claude4",0
35,"CAOS","b",1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,"Gemini31","b","B","score_Gemini31",1
35,"CAOS","b",1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,"GPT54","b","B","score_GPT54",1
35,"CAOS","b",1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,"GPT51","b","B","score_GPT51",1
35,"CAOS","b",1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,"GPT54-mini","b","B","score_GPT54-mini",1
35,"CAOS","b",1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,"GPT54-nano","c","C","score_GPT54-nano",0
35,"CAOS","b",1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,"GPT5","b","B","score_GPT5",1
35,"CAOS","b",1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,"Grok41","b","B","score_Grok41",1
35,"CAOS","b",1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,"Grok43","b","B","score_Grok43",1
36,"CAOS","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT4o","a","A","score_GPT4o",1
36,"CAOS","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Claude37","a","A","score_Claude37",1
36,"CAOS","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Gemini20","a","A","score_Gemini20",1
36,"CAOS","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Grok2-vision","a","A","score_Grok2-vision",1
36,"CAOS","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Claude46","a","A","score_Claude46",1
36,"CAOS","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Gemini25","a","A","score_Gemini25",1
36,"CAOS","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Claude4","a","A","score_Claude4",1
36,"CAOS","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Gemini31","a","A","score_Gemini31",1
36,"CAOS","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT54","a","A","score_GPT54",1
36,"CAOS","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT51","a","A","score_GPT51",1
36,"CAOS","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT54-mini","a","A","score_GPT54-mini",1
36,"CAOS","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT54-nano","a","A","score_GPT54-nano",1
36,"CAOS","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT5","a","A","score_GPT5",1
36,"CAOS","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Grok41","a","A","score_Grok41",1
36,"CAOS","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Grok43","a","A","score_Grok43",1
37,"CAOS","b",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"GPT4o","b","B","score_GPT4o",1
37,"CAOS","b",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Claude37","b","B","score_Claude37",1
37,"CAOS","b",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Gemini20","NA","NA_RESP","score_Gemini20",0
37,"CAOS","b",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Grok2-vision","b","B","score_Grok2-vision",1
37,"CAOS","b",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Claude46","b","B","score_Claude46",1
37,"CAOS","b",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Gemini25","b","B","score_Gemini25",1
37,"CAOS","b",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Claude4","b","B","score_Claude4",1
37,"CAOS","b",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Gemini31","b","B","score_Gemini31",1
37,"CAOS","b",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"GPT54","b","B","score_GPT54",1
37,"CAOS","b",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"GPT51","b","B","score_GPT51",1
37,"CAOS","b",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"GPT54-mini","b","B","score_GPT54-mini",1
37,"CAOS","b",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"GPT54-nano","b","B","score_GPT54-nano",1
37,"CAOS","b",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"GPT5","b","B","score_GPT5",1
37,"CAOS","b",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Grok41","b","B","score_Grok41",1
37,"CAOS","b",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Grok43","b","B","score_Grok43",1
38,"CAOS","a",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"GPT4o","d","D","score_GPT4o",0
38,"CAOS","a",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"Claude37","a","A","score_Claude37",1
38,"CAOS","a",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"Gemini20","a","A","score_Gemini20",1
38,"CAOS","a",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"Grok2-vision","a","A","score_Grok2-vision",1
38,"CAOS","a",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"Claude46","a","A","score_Claude46",1
38,"CAOS","a",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"Gemini25","d","D","score_Gemini25",0
38,"CAOS","a",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"Claude4","a","A","score_Claude4",1
38,"CAOS","a",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"Gemini31","a","A","score_Gemini31",1
38,"CAOS","a",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"GPT54","a","A","score_GPT54",1
38,"CAOS","a",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"GPT51","a","A","score_GPT51",1
38,"CAOS","a",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"GPT54-mini","a","A","score_GPT54-mini",1
38,"CAOS","a",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"GPT54-nano","a","A","score_GPT54-nano",1
38,"CAOS","a",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"GPT5","a","A","score_GPT5",1
38,"CAOS","a",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"Grok41","a","A","score_Grok41",1
38,"CAOS","a",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"Grok43","a","A","score_Grok43",1
39,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,"GPT4o","c","C","score_GPT4o",1
39,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,"Claude37","c","C","score_Claude37",1
39,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,"Gemini20","NA","NA_RESP","score_Gemini20",0
39,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,"Grok2-vision","c","C","score_Grok2-vision",1
39,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,"Claude46","c","C","score_Claude46",1
39,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,"Gemini25","c","C","score_Gemini25",1
39,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,"Claude4","c","C","score_Claude4",1
39,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,"Gemini31","c","C","score_Gemini31",1
39,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,"GPT54","c","C","score_GPT54",1
39,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,"GPT51","c","C","score_GPT51",1
39,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,"GPT54-mini","c","C","score_GPT54-mini",1
39,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,"GPT54-nano","a","A","score_GPT54-nano",0
39,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,"GPT5","c","C","score_GPT5",1
39,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,"Grok41","c","C","score_Grok41",1
39,"CAOS","c",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,"Grok43","c","C","score_Grok43",1
40,"CAOS","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT4o","b","B","score_GPT4o",1
40,"CAOS","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Claude37","b","B","score_Claude37",1
40,"CAOS","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Gemini20","b","B","score_Gemini20",1
40,"CAOS","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Grok2-vision","b","B","score_Grok2-vision",1
40,"CAOS","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Claude46","b","B","score_Claude46",1
40,"CAOS","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Gemini25","b","B","score_Gemini25",1
40,"CAOS","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Claude4","b","B","score_Claude4",1
40,"CAOS","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Gemini31","b","B","score_Gemini31",1
40,"CAOS","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT54","b","B","score_GPT54",1
40,"CAOS","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT51","b","B","score_GPT51",1
40,"CAOS","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT54-mini","b","B","score_GPT54-mini",1
40,"CAOS","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT54-nano","b","B","score_GPT54-nano",1
40,"CAOS","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT5","b","B","score_GPT5",1
40,"CAOS","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Grok41","b","B","score_Grok41",1
40,"CAOS","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Grok43","b","B","score_Grok43",1
1,"ACTM","d",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT4o","d","D","score_GPT4o",1
1,"ACTM","d",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Claude37","d","D","score_Claude37",1
1,"ACTM","d",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Gemini20","d","D","score_Gemini20",1
1,"ACTM","d",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Grok2-vision","d","D","score_Grok2-vision",1
1,"ACTM","d",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Claude46","d","D","score_Claude46",1
1,"ACTM","d",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Gemini25","d","D","score_Gemini25",1
1,"ACTM","d",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Claude4","d","D","score_Claude4",1
1,"ACTM","d",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Gemini31","d","D","score_Gemini31",1
1,"ACTM","d",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT54","d","D","score_GPT54",1
1,"ACTM","d",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT51","d","D","score_GPT51",1
1,"ACTM","d",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT54-mini","d","D","score_GPT54-mini",1
1,"ACTM","d",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT54-nano","d","D","score_GPT54-nano",1
1,"ACTM","d",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT5","d","D","score_GPT5",1
1,"ACTM","d",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Grok41","d","D","score_Grok41",1
1,"ACTM","d",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Grok43","d","D","score_Grok43",1
2,"ACTM","b",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"GPT4o","b","B","score_GPT4o",1
2,"ACTM","b",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"Claude37","b","B","score_Claude37",1
2,"ACTM","b",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"Gemini20","b","B","score_Gemini20",1
2,"ACTM","b",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"Grok2-vision","c","C","score_Grok2-vision",0
2,"ACTM","b",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"Claude46","b","B","score_Claude46",1
2,"ACTM","b",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"Gemini25","b","B","score_Gemini25",1
2,"ACTM","b",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"Claude4","b","B","score_Claude4",1
2,"ACTM","b",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"Gemini31","b","B","score_Gemini31",1
2,"ACTM","b",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"GPT54","b","B","score_GPT54",1
2,"ACTM","b",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"GPT51","b","B","score_GPT51",1
2,"ACTM","b",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"GPT54-mini","b","B","score_GPT54-mini",1
2,"ACTM","b",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"GPT54-nano","b","B","score_GPT54-nano",1
2,"ACTM","b",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"GPT5","b","B","score_GPT5",1
2,"ACTM","b",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"Grok41","b","B","score_Grok41",1
2,"ACTM","b",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"Grok43","b","B","score_Grok43",1
3,"ACTM","d",1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,"GPT4o","d","D","score_GPT4o",1
3,"ACTM","d",1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,"Claude37","d","D","score_Claude37",1
3,"ACTM","d",1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,"Gemini20","c","C","score_Gemini20",0
3,"ACTM","d",1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,"Grok2-vision","c","C","score_Grok2-vision",0
3,"ACTM","d",1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,"Claude46","c","C","score_Claude46",0
3,"ACTM","d",1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,"Gemini25","d","D","score_Gemini25",1
3,"ACTM","d",1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,"Claude4","d","D","score_Claude4",1
3,"ACTM","d",1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,"Gemini31","d","D","score_Gemini31",1
3,"ACTM","d",1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,"GPT54","d","D","score_GPT54",1
3,"ACTM","d",1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,"GPT51","NC","NC","score_GPT51",0
3,"ACTM","d",1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,"GPT54-mini","d","D","score_GPT54-mini",1
3,"ACTM","d",1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,"GPT54-nano","c","C","score_GPT54-nano",0
3,"ACTM","d",1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,"GPT5","d","D","score_GPT5",1
3,"ACTM","d",1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,"Grok41","d","D","score_Grok41",1
3,"ACTM","d",1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,"Grok43","d","D","score_Grok43",1
4,"ACTM","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT4o","b","B","score_GPT4o",1
4,"ACTM","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Claude37","b","B","score_Claude37",1
4,"ACTM","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Gemini20","b","B","score_Gemini20",1
4,"ACTM","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Grok2-vision","b","B","score_Grok2-vision",1
4,"ACTM","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Claude46","b","B","score_Claude46",1
4,"ACTM","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Gemini25","b","B","score_Gemini25",1
4,"ACTM","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Claude4","b","B","score_Claude4",1
4,"ACTM","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Gemini31","b","B","score_Gemini31",1
4,"ACTM","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT54","b","B","score_GPT54",1
4,"ACTM","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT51","b","B","score_GPT51",1
4,"ACTM","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT54-mini","b","B","score_GPT54-mini",1
4,"ACTM","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT54-nano","b","B","score_GPT54-nano",1
4,"ACTM","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT5","b","B","score_GPT5",1
4,"ACTM","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Grok41","b","B","score_Grok41",1
4,"ACTM","b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Grok43","b","B","score_Grok43",1
5,"ACTM","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT4o","a","A","score_GPT4o",1
5,"ACTM","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Claude37","a","A","score_Claude37",1
5,"ACTM","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Gemini20","a","A","score_Gemini20",1
5,"ACTM","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Grok2-vision","a","A","score_Grok2-vision",1
5,"ACTM","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Claude46","a","A","score_Claude46",1
5,"ACTM","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Gemini25","a","A","score_Gemini25",1
5,"ACTM","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Claude4","a","A","score_Claude4",1
5,"ACTM","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Gemini31","a","A","score_Gemini31",1
5,"ACTM","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT54","a","A","score_GPT54",1
5,"ACTM","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT51","a","A","score_GPT51",1
5,"ACTM","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT54-mini","a","A","score_GPT54-mini",1
5,"ACTM","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT54-nano","a","A","score_GPT54-nano",1
5,"ACTM","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"GPT5","a","A","score_GPT5",1
5,"ACTM","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Grok41","a","A","score_Grok41",1
5,"ACTM","a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Grok43","a","A","score_Grok43",1
6,"ACTM","a",1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,"GPT4o","a","A","score_GPT4o",1
6,"ACTM","a",1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,"Claude37","a","A","score_Claude37",1
6,"ACTM","a",1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,"Gemini20","d","D","score_Gemini20",0
6,"ACTM","a",1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,"Grok2-vision","a","A","score_Grok2-vision",1
